index,budget,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,success_level,success,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,total_votes,total_stars,avg_stars
5280,0,7216,tt0079788,it,Zombi Holocaust,2.873528,1980-03-27 00:00:00,0,84,Zombie Holocaust,5.6,34,0,t,2,1,,11,4,5,4,7,2,2,,,
5281,70000000,3132,tt0280486,en,Bad Company,9.540021,2002-06-07 00:00:00,65977295,116,Bad Company,5.4,232,140000000,f,2,2,1,9,3,5,,2,1,,,,
5282,27000000,9583,tt0279778,en,Divine Secrets of the Ya-Ya Sisterhood,4.327218,2002-06-07 00:00:00,0,116,Divine Secrets of the Ya-Ya Sisterhood,5.6,65,54000000,f,8,22,13,92,95,298,113,216,21,40,918,2915,3.1753812636165577
5283,0,18408,tt0298798,en,Cherish,4.259532,2002-01-17 00:00:00,0,99,Cherish,6.6,10,0,t,59,133,77,212,260,534,425,505,174,164,2543,8064.5,3.171254423908769
5284,1934000,13245,tt0285441,en,Atanarjuat,1.135061,2002-02-01 00:00:00,3786801,172,Atanarjuat: The Fast Runner,6.3,21,3868000,f,6,21,7,40,17,66,33,33,5,16,244,705,2.889344262295082
5285,60000000,2501,tt0258463,en,The Bourne Identity,21.040126,2002-06-14 00:00:00,214034224,119,The Bourne Identity,7.3,3640,120000000,t,1,3,1,5,2,27,7,13,1,1,61,187,3.0655737704918034
5286,84000000,9637,tt0267913,en,Scooby-Doo,8.592826,2002-06-14 00:00:00,275650703,88,Scooby-Doo,5.4,853,168000000,t,3,6,1,5,1,13,6,9,,,,,
5287,115000000,12100,tt0245562,en,Windtalkers,7.455875,2002-06-14 00:00:00,77628265,134,Windtalkers,5.8,345,230000000,f,,2,,13,10,52,21,60,10,16,,,
5288,0,16857,tt0238924,en,The Dangerous Lives of Altar Boys,3.401162,2002-06-14 00:00:00,0,104,The Dangerous Lives of Altar Boys,6.4,53,0,t,5,7,,17,14,64,85,194,86,99,,,
5289,0,52258,tt0282768,en,The Emperor's New Clothes,0.901594,2001-01-01 00:00:00,0,107,The Emperor's New Clothes,6.9,9,0,t,,4,,7,2,16,20,43,17,20,,,
5290,0,10394,tt0210065,en,Gangster No. 1,2.811699,2000-06-09 00:00:00,0,103,Gangster No. 1,6.5,58,0,t,2,1,2,6,10,42,23,38,3,5,132,439,3.3257575757575757
5291,0,27451,tt0242508,en,Harvard Man,4.242462,2001-01-01 00:00:00,0,99,Harvard Man,4.8,15,0,t,62,45,24,82,81,320,498,1272,985,1391,4760,19657,4.129621848739496
5292,5000000,15813,tt0244479,cs,Tmavomodrý svět,2.702716,2001-05-17 00:00:00,0,112,Dark Blue World,6.7,22,10000000,f,19,29,18,77,116,338,366,681,235,276,2155,7966,3.6965197215777263
5293,0,31591,tt0068245,en,Bad Company,6.975511,1972-10-08 00:00:00,0,93,Bad Company,6.3,22,0,t,23,58,44,234,226,842,523,740,103,101,2894,9453.5,3.26658604008293
5294,0,18905,tt0082146,en,Caveman,2.5697,1981-04-17 00:00:00,0,91,Caveman,6.2,30,0,t,18,57,24,124,117,435,507,942,312,281,2817,10299,3.6560170394036207
5295,0,14774,tt0087042,en,Cheech & Chong's The Corsican Brothers,3.767854,1984-07-27 00:00:00,0,82,Cheech & Chong's The Corsican Brothers,5,25,0,t,1,11,1,19,14,9,6,8,4,2,75,194,2.5866666666666664
5296,0,4993,tt0062626,en,5 Card Stud,1.372254,1968-07-28 00:00:00,0,103,5 Card Stud,6,20,0,t,105,138,86,239,198,330,198,239,64,81,1678,4624.5,2.7559594755661503
5297,0,27052,tt0108504,nl,Voor een Verloren Soldaat,1.593471,1992-05-22 00:00:00,0,92,For a Lost Soldier,5.3,13,0,t,1,11,9,44,26,147,66,133,10,23,470,1542,3.2808510638297874
5298,0,34130,tt0077621,en,Goin' South,9.07909,1978-10-06 00:00:00,0,109,Goin' South,5.5,35,0,t,11,29,12,79,67,185,161,209,47,43,843,2759,3.2728351126927637
5299,0,38950,tt0095296,en,Hero and the Terror,3.541487,1988-08-26 00:00:00,0,96,Hero and the Terror,5.3,22,0,t,256,336,304,838,1021,2443,2347,3110,1111,1253,13019,44396.5,3.4101313464935865
5300,0,17898,tt0090021,en,Silver Bullet,5.852908,1985-10-10 00:00:00,0,95,Silver Bullet,6.1,116,0,t,13,6,2,24,32,88,136,201,78,39,619,2233.5,3.608239095315024
5301,0,21635,tt0040823,en,"Sorry, Wrong Number",8.433119,1948-09-01 00:00:00,0,89,"Sorry, Wrong Number",6.8,40,0,t,6,5,1,6,4,19,15,21,3,4,84,258.5,3.0773809523809526
5302,5860000,27945,tt0061770,en,Hombre,8.019495,1967-03-21 00:00:00,12000000,111,Hombre,7.2,55,11720000,t,1,3,2,9,5,26,6,6,,,,,
5303,0,43139,tt0051739,en,The Horse's Mouth,0.829756,1958-11-11 00:00:00,0,95,The Horse's Mouth,7.3,12,0,t,51,160,94,316,174,490,232,302,71,89,1979,5648,2.853966649823143
5304,18000000,30194,tt0091472,en,The Manhattan Project,4.29831,1986-06-13 00:00:00,3900000,118,The Manhattan Project,6.1,26,36000000,f,5,8,1,13,15,54,75,175,89,122,557,2210.5,3.9685816876122084
5305,0,10169,tt0100135,en,Men at Work,8.339485,1990-08-24 00:00:00,0,98,Men at Work,5.5,99,0,t,26,64,20,62,20,60,24,36,2,12,326,758,2.3251533742331287
5306,0,27225,tt0083015,en,S.O.B.,2.648622,1981-07-01 00:00:00,0,121,S.O.B.,6.3,25,0,t,13,8,8,11,7,13,4,3,,1,,,
5307,1600000,13909,tt0041866,en,She Wore a Yellow Ribbon,7.715087,1949-10-22 00:00:00,5400000,103,She Wore a Yellow Ribbon,7.1,61,3200000,t,2,10,4,25,13,59,24,23,3,2,165,476,2.8848484848484848
5308,0,103299,tt0105631,en,Traces of Red,0.575656,1992-11-13 00:00:00,3206713,105,Traces of Red,7.3,4,0,t,101,163,155,528,439,1079,482,520,90,88,3645,10448.5,2.8665294924554185
5309,0,41805,tt0103184,en,V.I. Warshawski,2.08013,1991-07-26 00:00:00,0,89,V.I. Warshawski,4.6,27,0,t,89,187,108,359,202,370,105,107,28,24,1579,3768,2.3863204559848006
5310,15600000,35696,tt0247444,en,Juwanna Mann,3.970857,2002-06-21 00:00:00,0,91,Juwanna Mann,4.2,20,31200000,f,18,66,23,97,41,63,26,31,3,11,379,878.5,2.3179419525065965
5311,80000000,11544,tt0275847,en,Lilo & Stitch,18.469238,2002-06-21 00:00:00,145771527,85,Lilo & Stitch,7.1,1371,160000000,f,3,8,7,17,22,70,41,52,3,17,240,769,3.2041666666666666
5312,102000000,180,tt0181689,en,Minority Report,20.666063,2002-06-20 00:00:00,358372926,145,Minority Report,7.1,2663,204000000,t,14,58,48,210,187,521,235,271,37,44,1625,4880.5,3.0033846153846153
5313,0,9555,tt0252444,en,Rabbit-Proof Fence,4.403771,2002-02-04 00:00:00,0,94,Rabbit-Proof Fence,6.9,86,0,t,181,292,235,601,452,881,422,385,68,53,3570,9298,2.604481792717087
5314,0,57022,tt0286179,en,Sunshine State,4.016473,2002-06-21 00:00:00,0,141,Sunshine State,6,10,0,t,3,6,1,9,8,18,17,45,8,9,124,421.5,3.399193548387097
5315,0,17710,tt0314166,en,Hey Arnold! The Movie,4.5973,2002-06-28 00:00:00,0,76,Hey Arnold! The Movie,5.6,62,0,t,4,12,5,20,6,15,11,10,2,1,86,214,2.488372093023256
5316,50000000,2022,tt0280590,en,Mr. Deeds,6.674356,2002-06-28 00:00:00,171269535,96,Mr. Deeds,5.6,660,100000000,t,6,17,11,70,88,296,196,353,69,52,1158,3953,3.413644214162349
5317,250000,50035,tt0258273,en,Lovely & Amazing,2.605409,2001-08-31 00:00:00,4186931,91,Lovely & Amazing,6.3,23,500000,t,1,6,,13,,12,4,8,,1,,,
5318,0,9719,tt0265591,en,Pumpkin,2.008306,2002-06-28 00:00:00,0,113,Pumpkin,5.9,20,0,t,2,3,2,4,3,11,4,6,6,3,44,135.5,3.0795454545454546
5319,0,11982,tt0107438,en,Look Who's Talking Now!,9.016076,1993-11-05 00:00:00,0,96,Look Who's Talking Now!,4.7,200,0,t,7,17,3,24,25,159,242,569,244,243,1533,6048.5,3.945531637312459
5320,0,27224,tt0107443,en,Lost in Yonkers,1.521922,1993-05-14 00:00:00,0,114,Lost in Yonkers,6.1,12,0,t,,,1,,,2,1,2,,1,,,
5321,17000000,12251,tt0104897,en,Mo' Money,1.755586,1992-07-24 00:00:00,0,97,Mo' Money,5.6,31,34000000,f,3,9,3,11,4,21,8,23,,1,,,
5322,0,88818,tt0102573,en,The Object of Beauty,0.902187,1991-04-12 00:00:00,0,103,The Object of Beauty,5.7,7,0,t,1,4,3,9,3,7,5,9,,1,,,
5323,0,30114,tt0111653,en,Wagons East!,4.102354,1994-08-26 00:00:00,0,107,Wagons East!,4.8,28,0,t,166,224,86,194,129,188,84,69,14,26,1180,2473.5,2.096186440677966
5324,0,70489,tt0105885,en,Zebrahead,0.506589,1992-10-23 00:00:00,0,102,Zebrahead,5.4,5,0,t,10,42,31,100,68,203,106,119,18,24,721,2120.5,2.9410540915395282
5325,30000000,21972,tt0308506,en,Like Mike,5.422624,2002-07-03 00:00:00,0,99,Like Mike,5.7,101,60000000,f,6,23,7,41,37,141,207,393,129,129,1113,4156,3.734052111410602
5326,140000000,608,tt0120912,en,Men in Black II,16.775716,2002-07-03 00:00:00,441818803,88,Men in Black II,6.1,3188,280000000,t,5,1,1,4,1,1,3,,,,,,
5327,10000000,59387,tt0289408,en,The Powerpuff Girls Movie,5.024459,2002-07-03 00:00:00,11411644,77,The Powerpuff Girls Movie,5.6,49,20000000,f,3,7,4,5,7,9,10,6,5,7,63,185.5,2.9444444444444446
5328,0,26290,tt0263725,en,Me Without You,7.576878,2001-11-01 00:00:00,0,107,Me Without You,7.1,19,0,t,1,6,,9,3,17,3,19,5,7,,,
5329,0,17043,tt0305396,en,The Crocodile Hunter: Collision Course,3.148745,2002-07-26 00:00:00,33082548,90,The Crocodile Hunter: Collision Course,5.4,35,0,t,10,26,7,43,46,232,222,337,107,93,1123,4010,3.570792520035619
5330,60000000,6278,tt0253556,en,Reign of Fire,13.067306,2002-07-12 00:00:00,43061982,101,Reign of Fire,6,684,120000000,f,,,,1,1,,2,1,,,,,
5331,80000000,4147,tt0257044,en,Road to Perdition,13.426684,2002-07-12 00:00:00,181001478,117,Road to Perdition,7.3,1102,160000000,t,9,12,4,14,9,4,7,8,2,3,72,165.5,2.298611111111111
5332,0,16664,tt0297721,ja,リリイ・シュシュのすべて,2.695993,2001-09-07 00:00:00,0,146,All About Lily Chou-Chou,6.6,39,0,t,1,2,1,20,8,12,14,19,8,3,88,276,3.1363636363636362
5333,0,14651,tt0269499,fr,Ma femme est une actrice,1.257659,2001-01-14 00:00:00,0,95,My Wife Is an Actress,6.3,9,0,t,9,2,3,6,11,33,77,118,72,54,385,1485,3.857142857142857
5334,0,96238,tt0244094,en,Never Again,0.807369,2002-07-12 00:00:00,0,98,Never Again,4,3,0,t,6,36,16,90,62,156,57,66,4,9,502,1392.5,2.7739043824701195
5335,0,15096,tt0050084,en,20 Million Miles to Earth,8.875771,1957-02-08 00:00:00,0,82,20 Million Miles to Earth,6.1,29,0,t,1,7,4,28,17,49,18,52,5,9,190,597.5,3.1447368421052633
5336,0,19731,tt0076100,en,Grand Theft Auto,1.974792,1977-06-16 00:00:00,0,84,Grand Theft Auto,6.1,20,0,t,1,3,1,4,8,22,,7,1,2,,,
5337,0,20324,tt0044744,en,The Importance of Being Earnest,2.328043,1952-06-02 00:00:00,0,95,The Importance of Being Earnest,7.4,23,0,t,2,24,7,50,24,84,39,43,6,11,290,838,2.889655172413793
5338,19000000,49370,tt0089798,en,Perfect,1.289698,1985-06-07 00:00:00,12918858,115,Perfect,3.9,32,38000000,f,,2,,8,,7,2,3,,1,,,
5339,0,14902,tt0068156,en,1776,1.558517,1972-11-09 00:00:00,0,142,1776,7.1,20,0,t,2,17,12,37,30,149,163,433,132,162,1137,4338.5,3.8157431838170623
5340,0,42254,tt0072976,de,Faustrecht der Freiheit,2.82367,1975-06-06 00:00:00,0,123,Fox and His Friends,7.6,22,0,t,3,4,1,5,5,26,18,44,5,7,118,404,3.4237288135593222
5341,100000,1842,tt0068837,en,The Legend of Boggy Creek,1.522753,1972-08-01 00:00:00,22000000,90,The Legend of Boggy Creek,5.6,19,200000,t,2,5,5,13,30,114,115,238,81,81,684,2580.5,3.7726608187134505
5342,0,2721,tt0065234,fr,Z,11.943621,1969-02-26 00:00:00,83305,127,Z,8,87,0,t,1,5,2,14,7,15,6,2,1,,,,
5343,13000000,11442,tt0220506,en,Halloween: Resurrection,8.502529,2002-07-01 00:00:00,37664855,94,Halloween: Resurrection,4.5,230,26000000,t,2,19,6,43,13,55,6,9,1,1,155,379,2.445161290322581
5344,0,1364,tt0254455,es,Lucía y el sexo,8.164312,2001-08-24 00:00:00,2628241,128,Sex and Lucia,6.6,132,0,t,,5,2,28,7,24,5,9,,2,,,
5345,0,8869,tt0271367,en,Eight Legged Freaks,10.800753,2002-07-17 00:00:00,0,99,Eight Legged Freaks,5.4,303,0,t,1,2,,2,7,12,7,15,3,1,,,
5346,100000000,8665,tt0267626,en,K-19: The Widowmaker,7.718723,2002-07-19 00:00:00,35168966,138,K-19: The Widowmaker,6.1,273,200000000,f,20,60,17,96,36,97,35,36,7,8,412,1006.5,2.4429611650485437
5347,120000000,10996,tt0243585,en,Stuart Little 2,9.274909,2002-07-19 00:00:00,169956806,78,Stuart Little 2,5.4,632,240000000,f,8,19,5,28,12,36,9,15,2,1,135,330,2.4444444444444446
5348,63000000,818,tt0295178,en,Austin Powers in Goldmember,8.786653,2002-07-26 00:00:00,296655431,94,Austin Powers in Goldmember,5.9,997,126000000,t,9,28,17,84,56,201,120,93,22,17,647,1945,3.006182380216383
5349,35000000,18357,tt0276033,en,The Country Bears,7.007574,2002-07-26 00:00:00,0,88,The Country Bears,4.3,20,70000000,f,382,558,453,1535,1910,5627,5992,8405,2736,2411,30009,105113.5,3.5027325135792595
5350,40000,29047,tt0303353,en,The Kid Stays in the Picture,2.6493,2002-01-18 00:00:00,1434436,93,The Kid Stays in the Picture,7.3,19,80000,t,3,2,,8,7,11,7,12,1,3,,,
5351,1900000,45861,tt0303243,zh,幸福时光,0.653271,2000-12-31 00:00:00,240093,102,Happy Times,6.4,9,3800000,f,3,5,2,5,6,15,16,20,2,6,80,254.5,3.18125
5352,150000,39141,tt0271219,en,Tadpole,9.203416,2002-11-01 00:00:00,2891288,78,Tadpole,5.5,19,300000,t,,9,4,12,8,50,33,90,16,24,,,
5353,0,33152,tt0246500,en,Who Is Cletis Tout?,6.804386,2001-09-12 00:00:00,0,92,Who Is Cletis Tout?,5.5,14,0,t,2,7,2,24,10,61,35,51,10,12,214,698.5,3.264018691588785
5354,0,149445,tt0074608,en,Harry and Walter Go To New York,1.345474,1976-06-17 00:00:00,0,115,Harry and Walter Go To New York,6.6,4,0,t,,2,1,10,11,65,33,59,11,13,,,
5355,0,10309,tt0067227,de,Händler der vier Jahreszeiten,1.262664,1971-11-04 00:00:00,0,88,The Merchant of Four Seasons,7.2,20,0,t,1,3,1,14,6,32,17,10,3,1,88,262,2.977272727272727
5356,0,6404,tt0079641,de,Nosferatu: Phantom der Nacht,5.207465,1979-04-11 00:00:00,0,107,Nosferatu the Vampyre,7.5,146,0,t,24,22,10,10,1,7,,3,,3,,,
5357,0,19133,tt0074205,en,The Big Bus,7.524202,1976-06-23 00:00:00,0,88,The Big Bus,6.1,24,0,t,,8,5,30,24,112,74,88,13,25,,,
5358,0,43199,tt0049170,en,The Eddy Duchin Story,2.947023,1956-01-01 00:00:00,0,123,The Eddy Duchin Story,6.1,8,0,t,,4,,7,7,40,26,60,18,24,,,
5359,0,43915,tt0061653,en,Fathom,0.531514,1967-12-13 00:00:00,0,99,Fathom,7.1,7,0,t,3,2,1,24,16,84,40,94,13,23,300,1034.5,3.4483333333333333
5360,0,24130,tt0061810,en,In Like Flint,2.433339,1967-03-15 00:00:00,0,114,In Like Flint,6.1,20,0,t,1,9,2,22,7,28,21,17,5,6,118,352,2.983050847457627
5361,0,43445,tt0040866,it,La terra trema,1.148749,1948-09-02 00:00:00,0,165,La Terra Trema,7.8,21,0,t,2,17,12,47,34,171,63,102,10,27,485,1536.5,3.168041237113402
5362,0,36645,tt0060708,en,Modesty Blaise,4.969116,1966-05-01 00:00:00,0,119,Modesty Blaise,5.3,22,0,t,4,8,4,18,12,16,5,5,3,2,77,191,2.4805194805194803
5363,0,5155,tt0035160,it,Ossessione,2.112961,1943-05-16 00:00:00,0,140,Ossessione,7,35,0,t,26,73,46,140,116,221,138,144,27,34,965,2738.5,2.8378238341968913
5364,0,23728,tt0059557,en,Our Man Flint,11.714305,1966-01-16 00:00:00,0,108,Our Man Flint,6.3,34,0,t,24,56,34,159,171,559,410,560,143,154,2270,7630,3.3612334801762116
5365,0,3780,tt0058888,ja,赤ひげ,4.249501,1965-04-03 00:00:00,0,185,Red Beard,8.1,64,0,t,3,8,2,8,7,20,8,28,2,7,93,290,3.118279569892473
5366,0,10786,tt0075147,en,Robin and Marian,3.849626,1976-03-11 00:00:00,0,106,Robin and Marian,6.6,51,0,t,3,11,5,35,15,26,8,7,2,,,,
5367,9000000,8764,tt0088286,en,Top Secret!,5.971241,1984-06-08 00:00:00,20458340,90,Top Secret!,7,241,18000000,t,10,7,7,35,34,105,109,256,77,105,745,2769.5,3.7174496644295303
5368,0,13908,tt0295427,en,The Master of Disguise,4.659087,2002-08-02 00:00:00,0,80,The Master of Disguise,3.7,79,0,t,3,1,,9,1,19,21,52,18,38,,,
5369,72000000,2675,tt0286106,en,Signs,11.211568,2002-08-02 00:00:00,408247917,106,Signs,6.4,1624,144000000,t,4,12,10,17,9,16,6,2,1,1,78,172,2.2051282051282053
5370,0,12308,tt0265930,it,L'ultimo bacio,5.50323,2001-02-01 00:00:00,0,115,The Last Kiss,6.5,84,0,t,7,18,2,7,3,5,1,1,,1,,,
5371,38000000,9488,tt0287717,en,Spy Kids 2: The Island of Lost Dreams,7.164131,2002-08-07 00:00:00,119723358,100,Spy Kids 2: The Island of Lost Dreams,5.3,533,76000000,t,3,1,,3,5,5,6,3,,1,,,
5372,8000000,9962,tt0279113,en,The Good Girl,4.388338,2002-01-12 00:00:00,16856124,93,The Good Girl,6.1,183,16000000,t,6,9,3,28,12,68,43,65,19,23,276,917.5,3.324275362318841
5373,50000000,9573,tt0309377,en,Blood Work,5.852263,2002-08-04 00:00:00,26199517,110,Blood Work,6.1,210,100000000,f,6,2,4,4,7,25,37,75,48,55,263,1032,3.923954372623574
5374,70000000,7451,tt0295701,en,xXx,12.722381,2002-08-09 00:00:00,277448382,124,xXx,5.8,1454,140000000,t,12,16,3,11,2,6,3,2,1,1,57,99.5,1.7456140350877194
5375,0,2750,tt0274309,en,24 Hour Party People,12.655728,2002-02-13 00:00:00,0,117,24 Hour Party People,6.8,109,0,t,4,6,2,12,6,43,16,44,8,11,152,502,3.3026315789473686
5376,0,30586,tt0303356,en,Biggie and Tupac,1.56449,2002-01-11 00:00:00,0,107,Biggie and Tupac,6.3,27,0,t,,15,3,31,11,48,9,26,,3,,,
5377,0,61112,tt0283288,en,The Château,0.671441,2001-01-16 00:00:00,0,91,The Château,4.5,3,0,t,102,135,114,387,579,1815,2307,3579,1293,1042,11353,41442.5,3.650356733902933
5378,0,92384,tt0285869,en,Trois 2: Pandora's Box,0.202829,2004-12-28 00:00:00,0,0,Trois 2: Pandora's Box,2.5,4,0,t,780,1024,901,2253,2096,4309,3252,3822,1146,1578,21161,65155.5,3.079036907518548
5379,0,43772,tt0290823,fa,رأی مخفی,0.221421,2001-01-01 00:00:00,0,123,Secret Ballot,5.7,3,0,t,8,12,6,14,31,138,178,317,112,82,898,3349.5,3.729955456570156
5380,3000000,20337,tt0327036,en,Martin Lawrence Live: Runteldat,0.527297,2002-08-01 00:00:00,19184015,113,Martin Lawrence Live: Runteldat,5,1,6000000,t,12,36,27,111,127,423,363,700,234,229,2262,8159.5,3.607206012378426
5381,0,27062,tt0292066,zh,Lan Yu,1.023718,2001-05-18 00:00:00,0,86,Lan Yu,6.6,5,0,t,1,2,,10,7,23,12,27,2,13,,,
5382,0,34070,tt0120263,sv,Sånger från andra våningen,2.42118,2000-10-06 00:00:00,0,98,Songs from the Second Floor,7,61,0,t,18,43,23,120,69,188,88,82,9,14,654,1809.5,2.7668195718654434
5383,0,6173,tt0274117,fr,Sur mes lèvres,2.98332,2001-10-17 00:00:00,0,115,Read My Lips,7,63,0,t,2,5,3,20,24,94,88,138,20,26,420,1472.5,3.505952380952381
5384,0,10305,tt0232083,fr,Merci pour le chocolat,3.596246,2000-08-01 00:00:00,0,99,Merci pour le Chocolat,5.5,13,0,t,1,3,1,7,2,20,17,24,11,7,93,324,3.4838709677419355
5385,0,42337,tt0082054,fr,Beau-père,3.873576,1981-09-15 00:00:00,0,123,Beau Pere,7,14,0,t,8,9,6,22,21,108,149,322,185,230,1060,4234.5,3.994811320754717
5386,0,18694,tt0065537,en,Change of Habit,0.68564,1969-02-02 00:00:00,0,93,Change of Habit,6.2,10,0,t,2,2,1,4,4,19,1,7,4,2,46,139,3.0217391304347827
5387,0,74578,tt0217119,fr,Une affaire de goût,0.502596,2000-04-26 00:00:00,0,90,A Matter of Taste,5.8,5,0,t,34,71,44,144,93,195,98,115,29,32,855,2353,2.752046783625731
5388,0,10081,tt0093780,en,The Principal,8.332485,1987-09-18 00:00:00,0,109,The Principal,6.1,62,0,t,31,77,86,389,514,1735,1754,2342,525,356,7809,27139,3.475348956332437
5389,0,11484,tt0073631,en,Rollerball,6.680938,1975-06-25 00:00:00,30000000,125,Rollerball,6,115,0,t,41,70,24,103,109,271,157,199,56,97,1127,3500.5,3.10603371783496
5390,100000000,11692,tt0180052,en,The Adventures of Pluto Nash,8.903754,2002-08-15 00:00:00,7103973,95,The Adventures of Pluto Nash,4.4,143,200000000,f,3,12,5,17,15,64,37,50,11,24,238,783.5,3.292016806722689
5391,25000000,9266,tt0300532,en,Blue Crush,6.455738,2002-08-08 00:00:00,51842679,104,Blue Crush,5.6,164,50000000,t,8,20,11,63,61,195,156,369,87,124,1094,3937.5,3.5991773308957953
5392,0,3640,tt0246772,de,Bella Martha,7.458993,2001-09-09 00:00:00,0,106,Mostly Martha,6.6,28,0,t,,7,4,17,24,78,47,80,13,15,,,
5393,50000,8653,tt0255589,ko,섬,3.882092,2000-04-22 00:00:00,21075,90,The Isle,6.9,60,100000,f,1,1,,7,1,9,4,8,,1,,,
5394,25000000,30072,tt0256276,en,Possession,4.439325,2002-10-02 00:00:00,10113733,102,Possession,6.5,54,50000000,f,,1,1,4,6,26,10,15,3,4,,,
5395,12000000,9357,tt0265459,en,One Hour Photo,10.753445,2002-08-21 00:00:00,52223306,96,One Hour Photo,6.6,444,24000000,t,2,3,1,8,11,16,25,32,9,8,115,393,3.417391304347826
5396,29000000,12771,tt0261289,en,Serving Sara,10.16841,2002-08-20 00:00:00,16930185,100,Serving Sara,5,86,58000000,f,,4,3,12,17,23,18,16,3,2,,,
5397,0,9296,tt0258153,en,S1m0ne,5.759483,2002-08-23 00:00:00,19576023,117,S1m0ne,5.5,266,0,t,2,6,8,18,15,74,68,61,13,10,275,905,3.290909090909091
5398,20000000,15070,tt0281322,en,Undisputed,13.35278,2002-08-23 00:00:00,12398628,96,Undisputed,6.1,141,40000000,f,2,1,3,12,8,31,36,106,46,45,290,1125.5,3.8810344827586207
5399,0,26942,tt0280424,en,Amy's Orgasm,1.294569,2001-03-08 00:00:00,0,87,Amy's Orgasm,5.4,5,0,t,2,7,,11,10,46,22,21,6,5,,,
5400,0,206042,tt0283991,en,Children on Their Birthdays,0.885044,2002-02-16 00:00:00,0,0,Children on Their Birthdays,7,1,0,t,35,103,104,395,410,1219,765,957,197,170,4355,13990.5,3.2125143513203214
5401,0,26895,tt0290662,ja,ハッシュ！,0.532229,2001-09-09 00:00:00,0,135,Hush!,7,3,0,t,63,104,60,198,160,391,234,292,61,54,1617,4726,2.92269635126778
5402,0,60608,tt0268219,en,Comment j'ai tué mon père,1.811615,2001-09-19 00:00:00,0,98,How I Killed My Father,6.3,3,0,t,2,3,,3,,2,1,3,,1,,,
5403,0,146231,tt0267563,en,Hybrid,0.001178,2000-11-24 00:00:00,0,92,Hybrid,0,0,0,t,,,1,4,4,2,1,1,,1,,,
5404,0,97447,tt0300453,fr,Satin Rouge,0.669752,2002-05-16 00:00:00,0,100,Satin Rouge,5,1,0,t,2,4,5,16,21,83,74,199,55,79,538,2043.5,3.7983271375464684
5405,0,11243,tt0088885,en,The Care Bears Movie,2.849672,1985-03-23 00:00:00,0,77,The Care Bears Movie,5.4,31,0,t,2,2,,3,,6,3,1,2,1,,,
5406,0,19975,tt0090799,en,Care Bears Movie II: A New Generation,2.508783,1986-03-21 00:00:00,0,76,Care Bears Movie II: A New Generation,5.5,11,0,t,,2,2,7,11,27,17,25,5,5,,,
5407,15000000,10323,tt0082186,en,Clash of the Titans,7.50381,1981-03-15 00:00:00,41092328,118,Clash of the Titans,6.8,208,30000000,t,3,,1,4,3,12,6,6,,1,,,
5408,26000000,9595,tt0102059,en,Hot Shots!,11.026793,1991-07-31 00:00:00,181096164,84,Hot Shots!,6.4,588,52000000,t,,3,,11,5,18,4,4,1,2,,,
5409,0,28319,tt0080931,it,Incubo sulla città contaminata,3.185801,1980-12-11 00:00:00,0,92,Nightmare City,5.4,30,0,t,2,6,9,40,10,51,16,27,1,6,168,477,2.8392857142857144
5410,0,46878,tt0078350,en,The Swarm,3.955633,1978-07-14 00:00:00,0,116,The Swarm,5.4,50,0,t,11,15,11,46,60,192,185,258,84,69,931,3257.5,3.4989258861439314
5411,0,24750,tt0080025,en,Time After Time,5.65127,1979-08-31 00:00:00,0,112,Time After Time,6.8,89,0,t,1,3,,5,5,9,6,4,1,2,,,
5412,0,31393,tt0051134,en,The Unearthly,0.483134,1957-06-28 00:00:00,0,73,The Unearthly,3.7,6,0,t,4,14,5,15,9,22,12,10,1,4,96,248.5,2.5885416666666665
5413,0,24038,tt0094597,en,976-EVIL,15.360682,1988-12-09 00:00:00,2955917,92,976-EVIL,4.9,33,0,t,8,4,5,10,8,13,14,9,3,2,76,203,2.6710526315789473
5414,8500000,79783,tt0109368,en,Camilla,0.50525,1994-11-25 00:00:00,250993,95,Camilla,4.9,6,17000000,f,17,53,56,137,117,296,132,139,24,18,989,2816,2.8473205257836196
5415,14000000,9941,tt0090966,en,Down and Out in Beverly Hills,9.970485,1986-01-31 00:00:00,62134225,103,Down and Out in Beverly Hills,5.9,67,28000000,t,64,105,61,197,136,396,182,251,56,97,1545,4528.5,2.9310679611650485
5416,0,18639,tt0053825,en,Flaming Star,1.62482,1960-12-20 00:00:00,0,101,Flaming Star,6.1,20,0,t,3,5,2,13,5,29,17,42,7,11,134,449,3.3507462686567164
5417,1000000,39833,tt0049452,en,Love Me Tender,1.157582,1956-11-15 00:00:00,9000000,89,Love Me Tender,5.5,21,2000000,t,9,21,8,34,22,84,57,213,76,154,678,2576,3.799410029498525
5418,0,32858,tt0037219,en,The Return of the Vampire,1.09212,1943-11-11 00:00:00,0,69,The Return of the Vampire,6,6,0,t,153,167,164,556,870,3244,4557,9505,4833,4448,28497,111466.5,3.911517001789662
5419,0,3127,tt0050894,en,The Revenge of Frankenstein,3.522296,1958-06-01 00:00:00,0,89,The Revenge of Frankenstein,6.8,26,0,t,262,423,275,530,389,623,235,267,45,69,3118,7306,2.3431686978832587
